HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
UGC 08992,'---,2018hqt,II,6.849247874,0.013,17.3741,0.0188,---,---,15.30720043,0.001635,14.57470036,0.001168,14.1189003,0.000736,13.95870018,0.001662,13.74890041,0.002656,14.264,0.06,13.541,0.069,13.234,0.071,12.12,0.023,12.003,0.022
WISEA J070344.86+593242.4,'---,2018hrr,Ia,3.42,0.253,---,---,---,---,16.15309906,0.001749,15.31070042,0.001322,14.85980034,0.000753,14.65470028,0.001481,14.37020016,0.002592,13.934,0.048,13.366,0.067,13.025,0.055,12.293,0.023,12.3,0.024
UGC 02122,0.016955,2018hrt,Ia,6.306313426,0.417,---,---,15.557,0.009,14.54880047,0.001422,14.2954998,0.002414,13.14260006,0.000511,14.65750027,0.003134,13.15509987,0.001952,15.228,0.096,14.477,0.119,14.19,0.138,12.503,0.024,12.395,0.024
NGC 1166,0.025965,2018htf,II,5.4,0.741,17.619,0.0522,---,---,14.84130001,0.001554,13.90649986,0.000804,13.41119957,0.000567,13.14099979,0.000856,12.99349976,0.001438,13.991,0.115,13.256,0.103,12.784,0.081,11.383,0.022,11.38,0.022
UNC J034053.75+114637.2,'---,2018hti,SLSN-I,0.2,0.993,---,---,---,---,20.44650078,0.023469999,20.03359985,0.023481,19.59539986,0.0189,19.55900002,0.027203999,19.5489006,0.065853998,---,---,---,---,---,---,16.327,0.076,15.536,0.125
WISEA J210229.63-063858.5,'---,2018htq,Ia,0.36,0.241,21.6364,0.352,21.346,0.168,20.05719948,0.017878,19.62649918,0.019994,19.40640068,0.01372,19.24110031,0.032729998,19.42709923,0.075514004,---,---,---,---,---,---,16.984,0.129,16.956,0.487
NGC 1209,0.008673,2018htt,Ia,2.101595689,0.093,17.2666,0.0415,14.073,0.003,12.51290035,0.000214,11.64840031,0.000165,11.24639988,0.000104,10.9673996,0.00016,10.86839962,0.000253,11.612,0.097,10.902,0.118,10.349,0.063,9.179,0.023,9.2,0.019
WISEA J104734.98+414251.5,0.064535,2018htu,Ia,3.3,0,20.9855,0.2405,19.61,0.05,18.20470047,0.006226,17.62080002,0.004174,17.26339912,0.003107,17.06209946,0.007021,16.97640038,0.012069,15.967,0.089,15.461,0.115,15.088,0.124,14.718,0.032,14.514,0.053
2MASS J22085077+3809015,'---,2018htw,Ia,15.2,0.545,19.2658,0.1479,---,---,17.6942997,0.004075,17.08399963,0.002964,16.84230042,0.002929,16.58819962,0.005108,16.7826004,0.01277,16.332,0.127,15.38,---,15.151,---,---,---,---,---
MRK 0513,0.018213,2018hug,II,1.4,0.161,16.954,0.0163,16.298,0.009,15.60169983,0.001004,14.96580029,0.000605,14.80179977,0.000476,14.64859962,0.0012,14.47000027,0.002263,14.426,0.09,13.837,0.124,13.421,0.082,12.486,0.032,12.321,0.034
WISEA J003912.28-051201.9,'---,2018huw,Ia,1,0.217,19.5293,0.1103,18.738,0.051,17.53370094,0.005676,17.39929962,0.003929,16.98670006,0.004267,16.80669975,0.009858,16.9810009,0.017092001,14.399,0.072,13.873,0.099,13.427,0.086,15.2,0.04,15.191,0.104
WISEA J083244.04+311058.6,0.088345,2018huy,Ia,1.5,0.125,19.2095,0.0625,18.819,0.039,17.76469994,0.004377,17.55480003,0.004596,17.30139923,0.005407,17.29669952,0.010222,17.26320076,0.019579001,15.776,0.084,15.118,0.122,15.074,0.142,15.17,0.037,14.986,0.076
WISEA J183852.81+404101.2,'---,2018hva,Ia,3.78,0.261,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.35,0.127,15.756,0.162,14.568,---,15.477,0.03,15.417,0.056
UGC 04344,0.016782,2018hyw,IIb,11.52827608,0.141,16.6154,0.0399,15.802,0.016,17.67510033,0.004424,15.69569969,0.00173,17.75499916,0.001922,14.20250034,0.002131,14.27499962,0.003657,15.843,0.097,15.183,0.13,14.92,0.128,13.565,0.028,13.46,0.034
WISEA J023155.28+030731.7,0.032109,2018hyy,Ia,2.8,0.065,19.7657,0.1876,17.62,0.036,16.14119911,0.002793,15.54069996,0.002387,14.96879959,0.001145,14.92059994,0.002117,14.62349987,0.002966,14.008,0.094,13.239,0.095,12.949,0.085,12.298,0.023,12.202,0.023
WISEA J233700.46+212507.4,0.056559,2018hzd,Ia,46.2,0.093,---,---,19.673,0.067,17.88899994,0.005412,17.0890007,0.003495,16.64929962,0.003601,16.48740005,0.004527,16.3029995,0.00898,15.842,0.077,15.084,0.097,14.733,0.101,14.136,0.028,14.061,0.041
GALEXASC J040712.14-370303.8,'---,2018hzh,Ia,8.8,0,18.357,0.041,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.58,0.036,15.397,0.069
WISEA J211611.13+115646.7,'---,2018ids,Ia,1.14,0.253,20.565,0.1231,---,---,---,---,---,---,---,---,---,---,---,---,15.338,0.073,14.612,0.07,13.718,0.057,15.154,0.035,15.245,0.086
NGC 3456,0.014233,2018ie,Ic,37.27626086,0.161,15.4513,0.0082,---,---,15.125,0.000941,18.0189991,0.006541,12.58549976,0.000539,12.86320019,0.00066,17.40539932,0.010556,13.898,0.093,13.393,0.111,12.921,0.089,11.291,0.024,11.181,0.022
WISEA J005621.64-023011.9,'---,2018iet,Ia,1.6,0.146,---,---,19.876,0.073,18.11709976,0.007805,17.45339966,0.003575,16.97369957,0.003367,16.76370049,0.007277,16.53779984,0.013011,15.591,0.088,14.986,0.098,14.809,0.104,14.112,0.028,13.989,0.049
WISEA J091423.83+493533.0,'---,2018if,Ic-BL,0.6,0.013,---,---,20.874,0.076,19.97270012,0.01554,19.77519989,0.017960001,19.52809906,0.015605,19.40670013,0.025149999,19.39789963,0.069266997,14.524,0.109,13.793,0.145,13.116,0.093,17.316,0.131,17.301,0.5
WISEA J130429.75+790302.7,'---,2018igt,Ia,2.04,0.093,20.4802,0.0786,---,---,17.79269981,0.008727,17.12380028,0.005031,16.78470039,0.003759,16.59149933,0.006122,16.45529938,0.00955,14.016,0.078,13.347,0.08,12.749,0.063,13.91,0.024,13.74,0.029
II Zw 109,0.046099,2018igw,Ia,0.7,0.493,18.9222,0.0889,17.27,0.019,15.18929958,0.001365,14.44519997,0.00115,14.05980015,0.000635,13.91090012,0.00146,13.64039993,0.003149,13.612,0.051,12.803,0.044,12.421,0.038,11.719,0.022,11.72,0.021
WISEA J184413.66+320740.7,'---,2018ihm,IIn,4.7,0.417,---,---,---,---,17.24220085,0.003455,16.83349991,0.002954,16.48699951,0.002664,16.41119957,0.005855,16.30190086,0.008344,16.46,0.183,14.916,---,14.655,---,14.279,0.027,14.162,0.037
2MFGC 01926,'---,2018ihs,Ia,5.014768397,0.221,20.1963,0.1572,18.554,0.045,17.04050064,0.004623,16.42700005,0.003367,16.05080032,0.002455,15.82120037,0.004174,15.67889977,0.007688,16.169,0.123,15.601,0.173,14.215,---,14.013,0.03,13.799,0.041
WISEA J230815.98+224245.1,0.035184,2018ikg,Ia,1.9,0.321,---,---,17.804,0.035,16.00189972,0.002428,15.16909981,0.001727,14.53670025,0.001336,14.18780041,0.001584,13.93529987,0.002566,15.381,0.097,14.542,0.09,14.06,0.081,12.07,0.024,12.093,0.023
WISEA J233320.81+044840.0,'---,2018ilu,Ia,6.3,0.201,20.7427,0.1618,21.252,0.375,---,---,19.48119926,0.021508001,19.18510056,0.015906001,21.72970009,0.140554994,20.19499969,0.109201998,---,---,---,---,---,---,17.276,0.167,16.977,---
NGC 4697,0.00414,2018imd,Ia,164.7898843,0.037,15.0868,0.0146,---,---,10.93939972,0.000107,10.37230015,0.000079,10.00969982,0.000065,10.44419956,0.000125,10.2585001,0.00014,11.268,0.128,10.436,0.133,9.667,0.066,8.303,0.022,8.311,0.019
VCC 1931,0.004014,2018imf,IIP,11.7,0.053,16.8802,0.0218,16.367,0.015,16.22139931,0.003614,15.74520016,0.002419,16.22089958,0.004002,15.88239956,0.007636,16.75130081,0.011949,13.273,0.065,12.693,0.074,12.316,0.068,15.069,0.04,14.874,0.082
MCG +07-28-026,0.03353,2018inf,Ia,4.2,0,18.6248,0.077,17.787,0.017,15.73460007,0.001509,15.08759975,0.001009,14.7361002,0.000735,14.50049973,0.001248,14.2468996,0.002627,14.115,0.06,13.234,0.053,12.908,0.056,11.63,0.022,11.485,0.02
NGC 2746,0.023525,2018iq,Ia,15.19067796,0.037,16.6196,0.0307,15.575,0.009,16.14769936,0.000907,14.87749958,0.000573,13.44400024,0.000316,13.65919971,0.000546,12.9460001,0.001057,12.834,0.036,12.559,0.069,12.239,0.05,11.139,0.023,11.231,0.022
SDSS J133748.83+412152.8,'---,2018iqo,Ia-91T,0.7,0,21.693,0.2253,21.041,0.13,19.83359909,0.017062999,19.45940018,0.014297,19.28429985,0.011338,19.29409981,0.016456001,19.11860085,0.046695001,---,---,---,---,---,---,16.591,0.066,16.384,0.183
CGCG 041-009,0.022431,2018iqy,Ia,20.1134058,0.038,19.1131,0.0997,21.992,0.175,17.54400063,0.004832,19.75589943,0.010701,14.85900021,0.001164,18.59869957,0.008721,13.96899986,0.002317,14.753,0.154,13.722,0.164,13.103,0.113,11.189,0.022,10.869,0.02
NGC 5054,0.005811,2018is,II,63.24,0.121,---,---,---,---,15.90690041,0.001048,13.8057003,0.00041,13.15699959,0.000283,12.72210026,0.000313,12.18630028,0.000388,11.386,0.03,10.828,0.043,10.194,0.028,9.344,0.023,9.075,0.019
SDSS J122717.03+354802.9,0.033202,2018iso,Ia,5,0.02,---,---,19.073,0.058,17.99909973,0.007831,17.60330009,0.00738,17.39019966,0.010481,17.39780045,0.013817,17.6678009,0.020037999,---,---,---,---,---,---,15.765,0.044,15.506,0.101
NGC 1184,0.007812,2018isq,Ia,34.21944453,0.709,---,---,14.81,0.006,12.7045002,0.000396,11.87250042,0.00025,11.28149986,0.000172,10.98550034,0.000302,10.72859955,0.000417,11.662,0.072,10.922,0.08,10.513,0.056,9.332,0.023,9.301,0.019
WISEA J073112.64+534152.3,0.049304,2018iui,Ia,1.6,0.177,---,---,---,---,16.62470055,0.002275,15.78279972,0.001508,15.38490009,0.00113,15.20950031,0.001791,14.94110012,0.003467,15.065,0.105,14.264,0.124,13.823,0.097,12.665,0.023,12.631,0.025
WISEA J070553.39+125332.2,'---,2018iuq,IIb,3.1,        ,---,---,18.913,0.06,17.80599976,0.009778,17.42910004,0.004546,17.33650017,0.008113,17.65570068,0.012722,17.92550087,0.027948,---,---,---,---,---,---,15.921,0.054,15.956,0.175
UGC 06452,0.017061,2018iuu,Ia,19.58600115,0,15.9749,0.0202,15.833,0.009,14.34150028,0.001069,14.17409992,0.000924,18.07369995,0.002883,13.72560024,0.001419,13.60229969,0.001965,15.164,0.166,14.71,0.222,14.153,0.151,12.205,0.024,12.089,0.023
MESSIER 077,0.003793,2018ivc,II,18.2818335,0.049,---,---,11.239,0.002,10.85540009,0.000205,11.51509953,0.000758,9.810429573,0.00006,9.453849792,0.000075,8.905900002,0.000086,10.179,0.104,9.136,0.121,7.271,0.024,4.166,0.197,3.041,0.304
PSO J105.7276+33.8378,'---,2018izd,Ia,1.05,0.369,---,---,---,---,21.17989922,0.042234,21.02359962,0.047478002,21.46529961,0.106934004,22.10589981,0.220238999,22.28190041,0.454890996,---,---,---,---,---,---,---,---,---,---
MCG +2-3-30,0.03983,2018jag,Ia-91bg,30.48,0.093,20.592,0.1363,17.263,0.017,15.45540047,0.001446,14.56050014,0.000629,14.01959991,0.000594,13.74260044,0.000942,13.50459957,0.001481,13.685,0.081,12.814,0.09,12.371,0.06,11.606,0.023,11.64,0.022
2MFGC 06264,'---,2018jai,Ia-pec,1.9,0.169,---,---,---,---,17.36190033,0.007383,16.72430038,0.004172,16.33119965,0.003278,16.11639977,0.004991,16.03070068,0.007876,15.86,0.113,15.098,0.139,14.567,0.109,13.817,0.034,13.581,0.041
WISEA J215010.55-034127.6,'---,2018jao,Ia-91T,11.28,0.105,---,---,24.452,1.867,24.5503006,0.486497998,22.69009972,0.125752002,21.81979942,0.086212002,21.10250092,0.101429999,20.68129921,0.190937996,---,---,---,---,---,---,17.144,0.139,16.727,---
WISEA J125404.15+133244.9,'---,2018jaw,Ic,3,0.077,20.9683,0.1755,20.14,0.142,19.0237999,0.022871999,18.7602005,0.013685,18.42329979,0.012826,18.43969917,0.021937,19.06240082,0.044875,---,---,---,---,---,---,16.623,0.078,16.08,0.182
SDSS J134558.03+284746.6,'---,2018jax,Ia-91T,3,0,20.5453,0.1267,24.262,1.375,20.28650093,0.031087,20.20949936,0.030917,20.36569977,0.034786999,20.38089943,0.057493001,21.72830009,0.262466997,---,---,---,---,---,---,---,---,---,---
WISEA J133920.11+344116.9,0.023164,2018jaz,Ia,3.1,0,17.944,0.0313,17.337,0.01,16.49340057,0.001548,16.15780067,0.001409,16.03420067,0.001965,16.02109909,0.003046,15.93830013,0.006198,15.838,0.099,15.156,0.112,14.791,0.107,13.829,0.025,13.632,0.031
WISEA J131042.96+124031.5,0.035861,2018jbl,Ia,11.4,0.015,19.3322,0.0994,19.177,0.072,17.94319916,0.007171,17.58349991,0.005931,17.36919975,0.006667,17.45249939,0.011893,18.17869949,0.03091,---,---,---,---,---,---,15.843,0.05,15.483,0.111
KUG 1124+338,0.04979,2018jfb,Ia,8.739094097,0.021,18.7906,0.0737,18.453,0.025,17.48660088,0.005232,17.25440025,0.003632,17.11619949,0.003826,17.16410065,0.008545,17.06979942,0.015176,---,---,---,---,---,---,15.029,0.034,14.9,0.07
WISEA J102603.48+645010.3,0.036789,2018jfn,Ia,1.8,0.005,18.6271,0.0626,17.553,0.017,16.93079948,0.003269,16.59219933,0.002515,16.45050049,0.002628,16.39039993,0.005007,16.25729942,0.009222,16.715,0.166,16.032,0.191,15.56,0.238,14.365,0.025,13.966,0.03
NGC 1280,0.022789,2018jfp,II,12.1,0.189,16.0014,0.0199,15.832,0.008,17.06620026,0.002367,13.27019978,0.000391,12.96759987,0.000303,12.76879978,0.000572,12.50979996,0.001031,13.298,0.065,12.662,0.069,12.083,0.054,11.071,0.022,11.009,0.021
WISEA J223012.21+384858.0,'---,2018jft,II,3.3,0.505,---,---,19.543,0.068,17.98290062,0.006033,17.81060028,0.004778,17.62619972,0.003777,17.55139923,0.009212,17.28160095,0.017501,---,---,---,---,---,---,15.367,0.038,15.252,0.085
WISEA J003554.75-753815.2,0.057667,2018jhf,Ia-91T,0.4,0.185,20.521,0.1608,---,---,---,---,---,---,---,---,---,---,---,---,14.155,0.057,13.513,0.07,13.125,0.056,12.808,0.023,12.602,0.023
UNC J005828.07-055233.6,'---,2018jj,Ia,0.7,0.256,---,---,25.052,1.642,22.42550087,0.116714001,22.61120033,0.118313,22.29990005,0.108425997,22.07670021,0.197771996,---,---,---,---,---,---,---,---,---,---,---,---
GALEXASC J022111.99-040443.2,'---,2018jkb,II,36.66,0,18.1646,0.0559,17.854,0.039,16.59420013,0.003407,16.3913002,0.004291,16.06739998,0.004003,16.04439926,0.004977,16.29019928,0.012787,---,---,---,---,---,---,14.977,0.033,14.837,0.059
2MASX J06512361+4538445,'---,2018jmo,Ia,33.66,0.445,18.3497,0.0472,---,---,16.34420013,0.002709,15.81130028,0.002942,17.85029984,0.004367,15.89990044,0.006291,15.42389965,0.008676,16.193,0.128,15.673,0.18,15.675,0.219,14.161,0.03,14.039,0.045
WISEA J065446.43-593016.0,'---,2018jmt,Ibn,8.04,0.449,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.597,0.175,16.077,---,14.956,---,14.577,0.027,14.592,0.037
LCRS B105952.8-062557,0.030594,2018jnc,Ia,1.077348942,0.029,19.6482,0.0823,---,---,15.01340008,0.001285,14.25570011,0.000618,13.90289974,0.00062,13.66969967,0.000948,13.55020046,0.001953,13.961,0.086,13.091,0.074,12.762,0.072,11.781,0.024,11.764,0.023
SDSS J092438.14+252352.7,0.032796,2018jny,Ia,11.7,0.037,19.0416,0.0935,18.856,0.065,17.77300072,0.007951,17.27589989,0.005709,17.12369919,0.008612,16.99430084,0.009857,17.9654007,0.02265,---,---,---,---,---,---,15.876,0.053,15.846,0.157
WISEA J120417.20+390001.4,0.064683,2018jof,Ia,5.1,0,21.1029,0.2734,18.096,0.022,16.27109909,0.002948,15.46850014,0.001548,15.04389954,0.00147,14.95189953,0.002183,14.67269993,0.0032,15.201,0.108,14.4,0.126,14.114,0.092,12.834,0.024,12.777,0.027
CGCG 102-047,0.041012,2018jpl,Ia,12.7,0,18.0041,0.0322,17.048,0.012,15.56089973,0.001754,15.0156002,0.000988,14.65219975,0.000826,14.49289989,0.001028,14.31709957,0.002402,14.479,0.08,13.764,0.094,13.173,0.072,11.916,0.023,11.703,0.022
NGC 1078,0.029314,2018jpn,Ia,3.640841307,0.033,20.2163,0.1193,---,---,14.65750027,0.001035,13.86699963,0.000549,13.4659996,0.000433,13.16870022,0.000632,12.89169979,0.001453,13.287,0.078,12.476,0.1,12.001,0.058,11.118,0.023,11.179,0.02
LCSB S0395P,'---,2018jpq,II,2.3,0.021,20.8787,0.3248,18.752,0.051,16.88150024,0.005546,16.20960045,0.002573,15.78170013,0.003608,15.54170036,0.003627,15.30230045,0.0066,15.619,0.113,14.697,0.107,14.332,0.11,13.55,0.032,13.429,0.039
WISEA J125648.33+035327.1,0.024888,2018jq,Ib,0.7,0.014,20.7926,0.1262,19.626,0.05,18.28240013,0.009944,17.77829933,0.006192,17.44029999,0.004212,17.37470055,0.007359,17.1548996,0.012487,---,---,---,---,---,---,15.128,0.037,14.958,0.078
2MASX J14563114+2350039,0.035032,2018jqp,Ia,5.8,0.105,18.8375,0.0854,18.026,0.025,16.68400002,0.00323,16.10560036,0.002952,15.72949982,0.002926,15.7105999,0.003813,15.51270008,0.006114,15.659,0.119,14.9,0.141,13.826,---,13.665,0.029,13.52,0.035
CGCG 013-032,0.021756,2018jsn,II,13.4,0.033,17.4244,0.025,16.772,0.043,15.46889973,0.002125,15.13090038,0.001641,14.71730042,0.001574,14.59360027,0.001945,14.60519981,0.004455,16.35,0.188,14.696,---,14.4,---,13.637,0.026,13.562,0.035
UGC 01303,0.0235,2018K,Ia-91T,22.13708651,0.897,---,---,---,---,14.95440006,0.001694,13.66429996,0.00078,13.08380032,0.000563,12.91779995,0.000821,12.81140041,0.001446,13.466,0.061,12.83,0.073,12.508,0.073,11.296,0.023,11.336,0.022
WISEA J032852.05-215319.4,'---,2018kax,Ia-91T,2.3,0.041,---,---,---,---,19.21610069,0.018142,19.20940018,0.017967001,19.01530075,0.013577,19.17449951,0.031270999,19.37420082,0.112181999,---,---,---,---,---,---,17.275,0.108,17.058,0.317
SDSS J140532.61+551840.8,0.051425,2018kbd,Ia,5.1,0.013,20.0786,0.1061,19.107,0.044,18.23460007,0.009646,17.82419968,0.007188,17.66880035,0.006316,17.58620071,0.010287,17.5510006,0.024331,---,---,---,---,---,---,15.589,0.038,15.448,0.077
WISEA J141627.51+653131.5,'---,2018kbe,Ia,0.9,0.057,---,---,20.465,0.091,19.54070091,0.018454,19.39319992,0.020848,19.15769958,0.020522,19.36619949,0.032005999,18.90780067,0.055388998,---,---,---,---,---,---,17.401,0.083,18.003,0.499
UGC 09629,0.026093,2018kbh,Ia,18.7,0.013,18.5996,0.0799,15.989,0.008,14.68640041,0.00077,13.83279991,0.000504,13.27709961,0.000365,13.18599987,0.00064,12.74370003,0.001117,12.524,0.033,12.223,0.074,11.918,0.061,10.976,0.022,11.037,0.019
WISEA J103059.27+234718.8,0.063693,2018kc,Ia,11.4,0,20.9999,0.2596,18.2,0.028,16.22500038,0.002941,15.34829998,0.001968,14.86540031,0.001534,14.77499962,0.002071,14.60830021,0.003548,14.562,0.071,13.898,0.077,13.529,0.072,12.729,0.024,12.683,0.027
SDSS J120802.48+391436.2,0.037115,2018kdx,Ia,11.7,0,---,---,21.618,0.188,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
ESO 323- G 085,0.010431,2018ke,II,28.1,0.369,16.5712,0.0228,---,---,---,---,---,---,---,---,---,---,---,---,15.145,0.138,14.83,0.236,14.287,0.156,12.586,0.024,12.502,0.024
KUG 1600+153,0.015379,2018kfn,II,2.885831934,0.061,19.4624,0.0688,18.091,0.022,16.86590004,0.00352,16.40139961,0.002066,16.12750053,0.001517,15.9545002,0.003818,15.82219982,0.007757,15.541,---,15.556,0.146,14.315,---,14.522,0.041,14.463,0.058
CGCG 106-033,0.02242,2018kfs,Ia,5.742493273,0.073,19.8813,0.1375,16.464,0.008,14.62860012,0.000802,13.94699955,0.000452,13.57789993,0.000472,13.3441,0.000562,13.14780045,0.001033,12.992,0.044,12.303,0.044,12.119,0.046,11.28,0.021,11.353,0.021
LCRS B134701.3-055131,0.035925,2018kgk,Ia,6.8,0.065,17.9298,0.0491,16.64,0.011,15.0642004,0.001117,14.46720028,0.000932,14.08740044,0.000844,13.88459969,0.000997,13.63840008,0.001829,14.589,0.12,13.833,0.129,13.382,0.127,11.909,0.023,11.758,0.022
WISEA J134619.48+141050.7,0.059924,2018khk,Ia,2.7,0.011,19.0461,0.0644,18.644,0.035,17.37689972,0.005137,17.05669975,0.004115,16.73019981,0.003187,16.70779991,0.005004,16.4836998,0.011516,14.085,0.078,13.411,0.087,13.02,0.074,14.403,0.028,14.224,0.042
WISEA J152618.95+085721.7,0.035739,2018kji,Ia,15.10157277,0.081,17.9945,0.0484,17.374,0.013,16.48530006,0.001584,16.44099998,0.001974,16.12000084,0.00211,16.0571003,0.002939,15.86489964,0.006481,16.022,0.112,15.53,0.154,14.794,---,14.227,0.029,14.03,0.041
SDSS J144132.85+481214.9,'---,2018kmu,Ia,0.9,0.101,---,---,21.804,0.25,20.77549934,0.051592,20.3798008,0.030470001,20.36720085,0.03396,20.35359955,0.04995,19.96999931,0.106670998,---,---,---,---,---,---,---,---,---,---
NGC 3367,0.010134,2018kp,Ia,42.29100231,0.049,14.0322,0.0047,---,---,11.40320015,0.000096,15.38990021,0.000653,15.56989956,0.000848,15.33059978,0.000962,15.08979988,0.001442,13.454,0.1,12.77,0.087,12.172,0.067,10.72,0.021,10.463,0.021
MCG -01-10-019,0.017486,2018kpo,II,29.54082442,0.121,16.156,0.019,15.801,0.013,11.51350021,0.000075,12.27250004,0.000201,11.91040039,0.00012,11.8920002,0.000322,13.79520035,0.004577,15.302,0.139,14.616,0.16,14.279,0.165,12.54,0.024,12.522,0.025
UGC 03535,0.021008,2018kss,Ia,2.2,0.589,19.2011,0.0746,---,---,14.82569981,0.001005,13.90429974,0.000553,13.5,0.000383,13.28450012,0.000734,13.09140015,0.001616,12.885,0.05,12.13,0.064,11.945,0.06,10.912,0.023,10.856,0.022
WISEA J163203.83+393631.7,0.02814,2018ktv,IIL,2,0,19.3886,0.0628,18.293,0.025,17.29899979,0.004525,16.83359909,0.003414,16.66080093,0.003301,16.5177002,0.006456,16.50749969,0.010278,---,---,---,---,---,---,14.899,0.031,14.741,0.051
ESO 500- G 039,0.035688,2018kut,Ia,0.9,---,---,---,---,---,16.45319939,0.002402,15.72749996,0.001662,15.35140038,0.001036,15.01329994,0.001395,14.79139996,0.002692,14.145,0.053,13.361,0.056,12.941,0.053,12.514,0.031,12.527,0.034
WISEA J134400.00+305555.7,'---,2018kv,Ia,5.5,0,---,---,19.28,0.057,17.99139977,0.007829,17.61779976,0.005824,17.33930016,0.005585,17.32760048,0.00834,17.18659973,0.016977999,15.477,0.126,14.632,0.119,14.213,0.11,15.331,0.037,15.146,0.074
WISEA J120219.32+591522.2,0.055062,2018kxz,Ia,5.5,0,18.8653,0.0713,18.23,0.031,16.8791008,0.004569,16.40600014,0.003415,16.10910034,0.002858,16.06640053,0.004967,15.95880032,0.010904,16.161,0.116,15.514,0.136,15.193,0.177,14.15,0.027,13.966,0.036
WISEA J070709.55+261930.2,'---,2018kyi,Ia,0.7,0.341,21.6425,0.3234,---,---,19.45000076,0.015394,18.9564991,0.011485,18.77389908,0.013362,18.74830055,0.025145,18.83250046,0.043405,15.267,0.052,14.486,0.057,14.198,0.065,16.3,0.071,16.362,0.251
WISEA J062858.80+384334.1,'---,2018kzc,Ia,6.7,1.325,19.3594,0.0825,---,---,16.05559921,0.00082,15.78479958,0.000783,15.69169998,0.000577,15.67310047,0.001817,15.61989975,0.002876,13.49,0.047,12.77,0.055,12.371,0.045,14.443,0.031,14.551,0.056
WISEA J105952.23+194741.7,0.027446,2018las,Ia-pec,0.7,0,---,---,17.757,0.035,16.7628994,0.002862,16.3682003,0.002308,16.29929924,0.003607,16.11910057,0.005283,15.99950027,0.010848,14.414,0.065,13.622,0.069,13.248,0.066,14.867,0.034,14.751,0.069
MCG -01-05-042,0.016928,2018lcd,II,30.75211521,0.011,16.2758,0.0165,16.232,0.018,15.53489971,0.002249,15.02029991,0.001782,14.94859982,0.001202,14.53610039,0.00181,14.55519962,0.004749,16.283,0.184,15.638,0.222,14.231,---,13.631,0.027,13.568,0.036
CGMW 2-0356,'---,2018ld,IIP,9.332533065,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
WISEA J005526.20-120844.9,'---,2018ldi,Ia,2.7,0.05,19.7871,0.1198,---,---,17.34970093,0.005711,16.79870033,0.003248,16.54910088,0.004232,16.34140015,0.007545,16.24500084,0.013265,16.035,0.107,15.473,0.137,14.884,0.136,14.778,0.065,14.655,0.092
WISEA J045028.05+084757.7,'---,2018liq,Ic,6.3,0.641,---,---,---,---,16.4829998,0.003607,15.79959965,0.002657,15.38239956,0.001971,15.16889954,0.002496,14.95709991,0.004383,15.126,0.076,14.519,0.102,14.254,0.102,13.014,0.025,12.947,0.029
UGC 03660,0.014223,2018lkg,IIn,0.939550876,0.177,17.0077,0.0369,---,---,13.64050007,0.000715,12.91419983,0.000383,12.52330017,0.000263,12.28960037,0.000494,12.0316,0.000912,13.181,0.072,12.348,0.077,11.853,0.047,10.613,0.023,10.385,0.019
WISEA J014711.64+184801.3,'---,2018lq,Ia,6.24,0.121,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.321,0.067,13.628,0.059,13.238,0.055,17.577,0.188,16.808,0.34
WISEA J011123.29+130936.7,0.019036,2018lqy,Ia,1.1,0.105,21.3229,0.3601,18.728,0.033,16.91189957,0.002954,16.2052002,0.001798,15.80070019,0.001274,15.55910015,0.002181,15.38580036,0.004623,13.828,0.079,12.994,0.068,12.484,0.061,13.17,0.024,13.045,0.028
NGC 3690,0.010411,2018lrd,Ib,14.8,0,---,---,---,---,13.76350021,0.000405,12.90579987,0.000257,12.7645998,0.000181,17.62599945,0.003605,17.46030045,0.007621,---,---,---,---,---,---,---,---,---,---
WISEA J015722.77+403854.0,'---,2018nq,II,167.22,0.193,---,---,---,---,19.72820091,0.013883,17.07799911,0.004103,16.62709999,0.002777,16.41379929,0.005412,16.30620003,0.009275,15.941,0.102,15.536,0.139,14.93,0.132,14.112,0.027,13.95,0.038
UGC 05049,0.00911,2018pc,Ia,2.467288616,0.013,18.5193,0.0595,16.492,0.015,15.62819958,0.002941,14.07040024,0.001289,13.64179993,0.000836,13.4552002,0.001256,13.27340031,0.002674,14.879,0.148,13.901,0.124,13.49,0.096,11.806,0.022,11.819,0.021
IC 2231,0.029607,2018ph,Ia,10.44689645,0.101,---,---,24.635,21.225,14.7986002,0.000987,13.93669987,0.000488,12.61670017,0.000314,12.15089989,0.000512,12.10949993,0.00106,13.137,0.097,12.433,0.127,11.888,0.077,10.61,0.022,10.679,0.021
WISEA J075611.44+453138.3,'---,2018pn,IIP,2.5,0.181,21.9951,0.3494,20.634,0.314,19.98320007,0.024165001,19.59749985,0.022576001,19.24799919,0.019343,19.6420002,0.035335999,19.57019997,0.081941001,14.443,0.065,14.108,0.114,13.635,0.08,17.014,0.101,17.324,---
