HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
IC 2014,0.02428,ASASSN-18ss,IIb,28.88,0,17.0366,0.0369,---,---,---,---,---,---,---,---,---,---,---,---,14.017,0.073,13.439,0.09,13.039,0.117,13.462,0.025,13.409,0.026
GALEXASC J012219.32-022950.9,0.0568,ASASSN-18st,Ia,4.46,0.183,19.6226,0.0921,18.968,0.054,17.95800018,0.008124,17.77449989,0.005655,17.43149948,0.005914,17.41220093,0.014657,17.45899963,0.028562,---,---,---,---,---,---,15.521,0.048,15.397,0.113
GALEXASC J225811.55-201702.1,---,ASASSN-18sv,Ia,0.82,0.07,22.537,0.3332,---,---,19.12310028,0.01225,18.44720078,0.009398,18.08889961,0.006694,17.9885006,0.013093,17.88990021,0.020558,---,---,---,---,---,---,15.774,0.052,15.599,0.134
MCG +14-04-002,---,ASASSN-18sw,Ic,22.95,0.221,17.527,0.0278,16.813,0.026,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.114,0.028,14.029,0.033
UGC 03168,0.030978,ASASSN-18ta,Ia,17.24,0.109,---,---,---,---,18.71949959,0.004311,18.26860046,0.003351,18.07909966,0.00237,14.40340042,0.002306,14.21210003,0.002484,13.538,0.051,12.997,0.074,12.542,0.099,12.795,0.024,12.65,0.025
2MASX J04180598-6336523,0.042282,ASASSN-18tb,Ia,4.83,0.029,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.056,0.105,14.232,0.125,13.876,0.173,14.191,0.025,14.17,0.031
2MASX J06243821-2343546,0.023266,ASASSN-18tc,Ia,5.86,0.373,---,---,---,---,15.20499992,0.001573,14.42479992,0.000997,13.97959995,0.0006,13.75699997,0.001236,13.59869957,0.001753,12.474,0.027,11.825,0.032,11.617,0.064,11.871,0.023,11.926,0.022
WISEA J201230.05-440635.0,'---,ASASSN-18ti,Ia,1.8,0.097,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.804,0.111,16.891,0.422
KUG 2357+340,0.0148,ASASSN-18tn,IIb,3.18,0.217,17.1259,0.0248,16.537,0.009,15.74479961,0.002082,15.45460033,0.001645,15.32740021,0.00145,15.25469971,0.002663,15.22789955,0.005344,14.527,0.069,13.89,0.086,13.8,0.147,14.27,0.034,14.171,0.05
NGC 7267,0.011191,ASASSN-18to,Unk,5.81,0,15.1893,0.0061,---,---,---,---,---,---,---,---,---,---,---,---,10.464,0.016,9.798,0.021,9.534,0.027,10.426,0.022,10.364,0.02
2MASX J20515213-3650127,0.039394,ASASSN-18tp,Ia,9.06,0.157,17.5696,0.0474,---,---,---,---,---,---,---,---,---,---,---,---,13.645,0.056,13.042,0.08,12.687,0.102,12.889,0.025,12.773,0.028
GALEXASC J223938.25-150510.0,---,ASASSN-18tq,Ia,1.54,0.105,21.9132,0.3257,---,---,21.92580032,0.088583,22.23579979,0.087824002,21.99900055,0.081194997,21.97590065,0.191698998,23.38349915,1.474020004,---,---,---,---,---,---,---,---,---,---
2MASX J20403120-4634385,0.04313,ASASSN-18tr,Ia,0.64,0.113,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.716,0.035,12.965,0.041,12.692,0.061,12.722,0.03,12.74,0.032
WISEA J222536.90-130431.5,'---,ASASSN-18ts,Ia,2.6,0.161,---,---,---,---,20.29290009,0.039845999,19.98489952,0.021676,19.53660011,0.020749001,19.51689911,0.035626002,19.38470078,0.090274997,---,---,---,---,---,---,17.317,0.182,16.842,---
2MASX J23280396+0946153,0.032902,ASASSN-18tu,Ia,0.59,0.117,18.5521,0.0655,17.37,0.024,15.85369968,0.002044,15.31040001,0.000966,14.87160015,0.001275,14.67300034,0.001801,14.46700001,0.003727,13.53,0.055,13.023,0.088,12.568,0.09,12.66,0.026,12.41,0.027
2MASX J00403068-5041153,0.046147,ASASSN-18ty,Ia,0.14,unk,20.1201,0.1067,---,---,---,---,---,---,---,---,---,---,---,---,14.314,0.067,13.54,0.076,13.289,0.09,13.332,0.037,13.137,0.038
ESO 304-G 024,0.019657,ASASSN-18tz,Unk,24.83,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.693,0.037,11.962,0.047,11.731,0.088,12.134,0.023,12.091,0.022
2MASX J04305853-2646501,0.050745,ASASSN-18uc,Ia,4.35,0.069,19.1735,0.0757,---,---,16.0468998,0.002584,15.46590042,0.001659,15.1644001,0.001309,14.9090004,0.002004,14.625,0.003924,13.604,0.048,12.997,0.06,12.636,0.095,12.651,0.024,12.422,0.025
ESO 016-G 011,0.017582,ASASSN-18ud,Ia,16.2,0.457,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.07,0.053,12.318,0.065,12.085,0.096,12.616,0.024,12.509,0.023
2MASX J01151030-1810578,0.072539,ASASSN-18ue,Ia,1.44,0,21.7694,0.2573,---,---,16.80200005,0.002355,16.0883007,0.002371,15.77280045,0.001726,15.56480026,0.002147,15.3366003,0.004537,14.287,0.053,13.531,0.066,13.213,0.084,13.541,0.035,13.453,0.043
AM 0156-672,0.040421,ASASSN-18ug,Ia,13.9,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.392,0.042,11.696,0.061,11.357,0.08,11.971,0.023,11.844,0.021
2MASS J04293073-1101519,---,ASASSN-18uh,Ia,5.44,0.049,19.4695,0.1112,---,---,17.33600044,0.004557,16.87709999,0.004012,16.42830086,0.0028,16.29470062,0.005602,16.25320053,0.01059,---,---,---,---,---,---,14.559,0.038,14.383,0.056
2MASX J21031998-5132509,0.046806,ASASSN-18un,Ia,3.07,0.033,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.589,0.033,11.881,0.045,11.564,0.057,11.854,0.023,11.865,0.022
GALEXASC J215329.40-535850.6,---,ASASSN-18uo,Ia-91T,2.54,0,19.9513,0.1046,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.697,0.031,14.51,0.051
UGC 03700,0.037136,ASASSN-18ux,Ia,4,0.185,17.9601,0.0372,---,---,15.52289963,0.00147,14.50730038,0.001355,17.88470078,0.001912,15.78740025,0.001813,13.62779999,0.002193,12.463,0.027,11.632,0.039,11.283,0.042,11.618,0.022,11.47,0.021
UGC 03912,0.004136,ASASSN-18vc,II,53.69,0.433,---,---,---,---,18.0788002,0.008879,19.09449959,0.006276,17.59420013,0.011948,13.81449986,0.001498,15.41609955,0.00603,13.106,0.056,12.292,0.064,12.269,0.113,13.276,0.026,13.234,0.033
2MASX J21312888-5044570,0.030438,ASASSN-18ve,II,3.71,0,17.2985,0.0248,---,---,---,---,---,---,---,---,---,---,---,---,13.07,0.05,12.445,0.071,12.083,0.089,12.333,0.023,12.34,0.024
GALEXASC J005853.87-241144.9,---,ASASSN-18vf,Ia,1.86,0.053,19.4675,0.0689,---,---,17.49679947,0.004465,17.08639908,0.004559,16.85680008,0.004362,16.76029968,0.006121,16.64640045,0.01208,---,---,---,---,---,---,14.847,0.033,14.651,0.059
ESO 427-G 022,0.007595,ASASSN-18vm,Ia,22.23,1.201,---,---,---,---,15.27359962,0.001886,13.92350006,0.000811,13.48079967,0.000441,13.14099979,0.000668,12.69169998,0.001367,11.439,0.024,10.761,0.03,10.527,0.051,11.073,0.023,11.145,0.021
2MASX J22022606-6421118,0.041575,ASASSN-18vo,Ia,9.34,0,17.2142,0.0251,---,---,---,---,---,---,---,---,---,---,---,---,14.049,0.069,13.443,0.099,13.042,0.11,13.43,0.025,13.242,0.03
IC 0367,0.030785,ASASSN-18vp,Ia,3.75,0.069,19.3067,0.1497,---,---,14.1008997,0.000695,13.33749962,0.000534,12.90620041,0.000307,12.62349987,0.000556,12.41499996,0.001125,11.163,0.02,10.439,0.033,10.164,0.042,10.837,0.023,10.897,0.02
CGCG 286-070,0.021465,ASASSN-18wd,Ia,25.04,0.157,19.9612,0.1613,---,---,14.28310013,0.000662,13.5387001,0.000359,13.06910038,0.000227,12.8902998,0.000514,12.52589989,0.001039,11.315,0.017,10.605,0.025,10.345,0.032,10.585,0.022,10.644,0.02
2MASX J00494722-6139127,0.034551,ASASSN-18wf,Ia,0.08,0,20.8077,0.2274,---,---,---,---,---,---,---,---,---,---,---,---,12.962,0.034,12.304,0.046,11.992,0.062,12.151,0.026,12.213,0.026
LCRS B231508.2-422911,---,ASASSN-18wg,Ia,0.61,unk,22.4054,0.2934,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.713,0.025,13.668,0.034
SDSS J092317.60+422248.7,---,ASASSN-18wq,II,0.6,0.021,---,---,22.086,0.222,21.58230019,0.115162,20.99399948,0.050122999,21.04710007,0.044176001,20.67440033,0.086736001,21.87479973,0.323819011,---,---,---,---,---,---,---,---,---,---
GALEXASC J222036.16-301159.2,0.0701,ASASSN-18wr,Ia,3.25,0,20.3865,0.1141,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.511,0.04,15.301,0.092
GALEXASC J202935.44-542844.5,---,ASASSN-18wx,Unk,1.33,0.141,18.7782,0.0494,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.55,0.041,15.321,0.091
2MASX J04344671-1329047,0.033226,ASASSN-18xa,Ia,6.83,0.093,---,---,---,---,15.18900013,0.001811,14.28730011,0.000822,13.75020027,0.000474,13.45489979,0.000751,13.12419987,0.001694,11.978,0.022,11.214,0.028,10.859,0.044,11.103,0.024,11.129,0.021
ESO 089-G 019,0.035491,ASASSN-18xb,Ia-91T,5.45,0.617,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.501,0.039,11.802,0.049,11.38,0.075,11.438,0.023,10.567,0.02
2MASS J23534025-3404302,0.056,ASASSN-18xd,Unk,2.55,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.831,0.025,13.79,0.035
WISEA J210134.24-092610.6,'---,ASASSN-18xe,Ia,0.6,0.137,20.7947,0.2105,---,---,17.99640083,0.005451,17.29669952,0.0032,16.97780037,0.00174,16.80590057,0.004666,16.66830063,0.01284,15.829,0.076,15.058,0.098,14.881,0.13,14.125,0.031,13.883,0.05
2MASX J04423745-5316010,0.049041,ASASSN-18xf,Ia,3.77,0,21.0356,0.2299,---,---,---,---,---,---,---,---,---,---,---,---,14.095,0.05,13.393,0.055,13.191,0.078,12.886,0.023,12.85,0.023
UGC 01716,0.011461,ASASSN-18xg,Ic,0.25,0.089,16.8812,0.0148,15.562,0.005,14.72789955,0.000958,14.13490009,0.000763,13.91030025,0.000512,13.74720001,0.000849,13.47560024,0.001197,12.244,0.022,11.579,0.033,11.29,0.05,10.914,0.022,10.627,0.02
LCRS B235854.2-424158,0.05371,ASASSN-18xj,Unk,0.32,unk,21.1712,0.1912,---,---,---,---,---,---,---,---,---,---,---,---,13.21,0.033,12.467,0.04,12.236,0.069,12.313,0.023,12.324,0.023
UGC 04642,0.023996,ASASSN-18xk,IIn,9.14,0.069,16.4356,0.0166,15.51,0.006,14.19810009,0.000653,13.65079975,0.000501,13.35700035,0.00032,13.14439964,0.000595,12.90480042,0.001161,11.853,0.026,11.189,0.042,10.829,0.041,11.296,0.022,11.156,0.021
2MASS J09360855+0615258,0.008004,ASASSN-18xl,II,2.83,0.105,19.1313,0.0643,18.077,0.022,16.90859985,0.003612,16.46899986,0.002278,16.19639969,0.00346,16.06369972,0.004884,15.96380043,0.007878,---,---,---,---,---,---,14.316,0.029,14.138,0.045
MCG -03-53-015,0.029037,ASASSN-18xm,Ia,6.6,0.201,17.7056,0.0235,---,---,14.62699986,0.001318,14.06840038,0.000574,13.51449966,0.000396,13.30259991,0.000678,12.99040031,0.001709,11.796,0.022,11.079,0.032,10.767,0.044,10.989,0.025,10.74,0.021
2MASX J09305509-0434173,0.022599,ASASSN-18xn,Ia-91T,1.09,0.065,18.1413,0.0569,---,---,16.12299919,0.001942,15.71529961,0.00167,15.48690033,0.001259,15.41189957,0.002549,15.19919968,0.005905,14.786,0.089,13.909,0.084,13.552,0.143,13.972,0.027,13.842,0.038
WISEA J235451.41+054309.6,'---,ASASSN-18xp,Ia-91T,13.8,0.165,---,---,21.595,0.171,18.75160027,0.007295,17.64990044,0.001818,17.15449905,0.001649,16.93860054,0.003563,16.79800034,0.004861,15.692,0.056,14.989,0.085,14.894,0.093,14.832,0.034,14.813,0.069
2MASX J04185624-0233220,0.017269,ASASSN-18xq,Unk,0.05,0.149,18.5459,0.0506,---,---,15.15279961,0.001196,14.45460033,0.00084,14.16810036,0.000847,13.96700001,0.00139,13.76299953,0.00259,12.635,0.029,11.971,0.038,11.646,0.069,11.905,0.023,11.589,0.021
2MASX J00420581-0237394,0.051782,ASASSN-18xr,Ia,19.7,0.118,18.4209,0.0497,17.653,0.018,16.21310043,0.002253,15.97980022,0.000973,15.42679977,0.001321,15.3572998,0.002495,15.10350037,0.004432,14.105,0.039,13.292,0.043,12.971,0.067,13.027,0.036,12.767,0.04
GALEXASC J002205.41+070351.5,---,ASASSN-18xs,II,1.51,0.109,18.4442,0.0614,17.844,0.029,16.9102993,0.00387,16.57069969,0.003735,16.42840004,0.003949,16.32999992,0.006351,16.26429939,0.008828,---,---,---,---,---,---,14.818,0.035,14.681,0.066
GALEXASC J221403.80+373452.2,'---,ASASSN-18xv,Unk,0.8,0.681,19.4857,0.1002,---,---,21.39710045,0.06109,20.67810059,0.027719,20.34840012,0.024603,21.2772007,0.120061003,21.3383007,0.263520986,---,---,---,---,---,---,---,---,---,---
MCG -02-07-072,0.030958,ASASSN-18xw,Ia,0.18,0.029,19.6314,0.0986,---,---,14.48219967,0.000863,13.72939968,0.000585,13.33279991,0.000434,13.08269978,0.000629,14.16009998,0.004322,11.716,0.024,10.969,0.032,10.653,0.051,11.053,0.023,11.105,0.021
CGCG 030-025,0.038317,ASASSN-18xy,Ia-91T,1.98,0.065,17.5936,0.043,17.157,0.017,16.16539955,0.002478,15.87139988,0.002316,15.60449982,0.002688,15.63459969,0.004642,15.47630024,0.00808,15.371,0.102,14.618,0.128,14.166,0.121,14.394,0.035,14.255,0.052
IC 2541,0.016628,ASASSN-18ya,Ia,0.83,0.117,---,---,---,---,13.61170006,0.000723,13.14970016,0.000464,12.9126997,0.000427,12.69200039,0.000505,12.44890022,0.001005,11.371,0.021,10.701,0.029,10.394,0.044,10.992,0.023,10.841,0.019
2MASX J02382311-1144215,0.026895,ASASSN-18yb,Ia-91bg,5.06,0.025,---,---,---,---,15.2208004,0.001156,14.51980019,0.000755,14.16489983,0.000672,13.91349983,0.000981,13.75010014,0.002051,12.645,0.024,12.047,0.033,11.748,0.056,11.93,0.022,11.996,0.022
2MASX J04005460-6640336,0.027861,ASASSN-18yc,Ia,5.72,0.173,18.0526,0.0605,---,---,---,---,---,---,---,---,---,---,---,---,13.805,0.059,13.14,0.068,12.786,0.106,13.271,0.024,13.212,0.024
MCG -03-25-010,0.014123,ASASSN-18yf,Ia,8.65,0.269,20.2046,0.1389,---,---,14.42370033,0.001184,13.54950047,0.000557,13.10579967,0.000473,12.83209991,0.000553,12.59430027,0.001287,11.555,0.022,10.838,0.03,10.583,0.054,11.059,0.022,11.099,0.021
UGCA 413,0.02413,ASASSN-18yk,Ia,1.36,0.077,17.0517,0.0306,---,---,14.92749977,0.001521,14.08790016,0.000692,13.85509968,0.000641,13.65310001,0.00126,13.59329987,0.002333,12.594,0.04,12.049,0.056,11.719,0.083,11.832,0.023,11.522,0.021
LCRS B031632.6-414727,---,ASASSN-18yn,Ia,0.33,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.273,0.101,14.416,0.1,14.082,0.125,14.062,0.025,14.026,0.031
2MASX J19141248-4932513,0.053145,ASASSN-18yo,Ia,0.35,0.237,18.9138,0.0725,---,---,---,---,---,---,---,---,---,---,---,---,14.22,0.087,13.51,0.095,13.12,0.112,13.639,0.028,13.59,0.037
UGC 12810,0.027052,ASASSN-18yp,II,0.15,0.113,---,---,15.533,0.011,14.69250011,0.001416,15.80780029,0.001213,15.3263998,0.000869,13.8718996,0.00208,13.74860001,0.002726,11.805,0.032,11.11,0.048,10.789,0.061,11.716,0.024,11.58,0.021
2MASX J23114995-4022172,0.036962,ASASSN-18yr,Ia,3.83,unk,17.8248,0.0265,---,---,---,---,---,---,---,---,---,---,---,---,14.364,0.074,13.774,0.082,13.58,0.128,13.664,0.025,13.561,0.033
6dF J0642387-531423,0.027012,ASASSN-18ys,Unk,3.79,0.113,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2MASX J00534739-6047509,0.027666,ASASSN-18yu,Unk,10.55,0,17.5901,0.0304,---,---,---,---,---,---,---,---,---,---,---,---,14.034,0.083,13.376,0.103,13.151,0.14,13.557,0.025,13.445,0.029
FAIRALL 0765,0.043,ASASSN-18yv,Ia,10.22,0,17.6213,0.0393,---,---,---,---,---,---,---,---,---,---,---,---,13.112,0.042,12.429,0.053,12.081,0.069,11.929,0.022,11.751,0.02
CGCG 091-100,0.028908,ASASSN-18yw,Ia,1.15,0.093,17.9519,0.0479,17.442,0.014,16.7567997,0.003551,16.31679916,0.00398,16.58119965,0.003034,16.05220032,0.004457,16.05209923,0.009955,15.296,0.088,14.643,0.106,14.353,0.143,14.244,0.031,14.051,0.048
FAIRALL 0761,0.061709,ASASSN-18yx,Ia,0.29,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.973,0.041,12.331,0.053,11.887,0.07,12.255,0.023,12.201,0.021
GALEXMSC J232433.40+170528.0,---,ASASSN-18yy,Ia,11.47,0.065,---,---,25.23,0.962,22.91259956,0.286664993,22.25099945,0.156866997,21.50130081,0.095729999,21.16939926,0.109411001,21.4885006,0.238387004,---,---,---,---,---,---,17.34,0.151,17.062,---
2MASX J17550444+4123549,---,ASASSN-18yz,Unk,0.43,0.097,---,---,19.325,0.059,17.57670021,0.005673,16.85000038,0.003264,16.48110008,0.001096,16.25110054,0.004113,16.09090042,0.00677,14.971,0.073,14.27,0.087,13.932,0.108,13.946,0.025,13.873,0.029
2MASX J04221796-0527576,0.0296,ASASSN-18ze,II,7.19,0.077,19.4722,0.1009,17.882,0.026,16.50029945,0.002649,15.8416996,0.00179,15.5965004,0.001223,15.32419968,0.002183,15.07600021,0.004105,14.004,0.047,13.346,0.058,12.983,0.088,12.685,0.034,12.311,0.027
2MASX J06071977-4913084,0.051221,ASASSN-18zf,Unk,0.48,0.117,19.1852,0.0999,---,---,---,---,---,---,---,---,---,---,---,---,13.191,0.038,12.504,0.049,12.025,0.061,11.828,0.023,11.617,0.022
2MASX J21483624-6244383,0.064595,ASASSN-18zg,Unk,0.56,0.041,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.813,0.073,13.082,0.086,12.741,0.103,13.069,0.031,13.019,0.035
ESO 297-IG 001,0.029687,ASASSN-18zh,Unk,28.22,unk,18.1922,0.0505,---,---,---,---,---,---,---,---,---,---,---,---,14.48,0.058,13.85,0.078,13.443,0.094,12.591,0.024,11.693,0.022
2MASS J04292713-4704232,---,ASASSN-18zi,Unk,0.57,0,21.5151,0.4827,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.488,0.027,14.411,0.036
NGC 3825,0.021598,ASASSN-18zk,Ia,1.02,0.122,17.7746,0.0589,15.326,0.006,13.66320038,0.000439,13.07470036,0.000326,12.69979954,0.00022,12.40789986,0.000297,12.20759964,0.000474,10.931,0.016,10.213,0.019,9.939,0.03,10.2,0.023,10.229,0.019
2MASX J10483385-3902375,0.044664,ASASSN-18zl,Unk,0.54,0.253,16.8188,0.0276,---,---,---,---,---,---,---,---,---,---,---,---,13.772,0.053,12.963,0.066,12.331,0.068,11.433,0.022,10.556,0.021
2MASX J01152744-3123520,0.0531,ASASSN-18zp,Unk,0.72,unk,18.945,0.0635,---,---,---,---,---,---,---,---,---,---,---,---,13.531,0.056,12.826,0.072,12.387,0.103,11.622,0.024,10.903,0.021
2MASX J22465971-2657280,0.058424,ASASSN-18zq,Unk,0.16,0,19.6778,0.0709,---,---,15.82590008,0.00162,15.1960001,0.00102,14.87150002,0.00113,14.71310043,0.001979,14.61439991,0.003344,13.566,0.049,12.943,0.07,12.438,0.081,12.555,0.024,12.487,0.025
2MASX J00012190-2511446,0.027702,ASASSN-18zs,Unk,0.3,0,17.9945,0.0348,---,---,15.84630013,0.002046,15.2816,0.00136,15.08010006,0.001312,14.89780045,0.0025,14.61859989,0.003524,13.745,0.046,13.122,0.064,12.749,0.077,12.835,0.027,12.759,0.03
2MASS J00040874-3336378,0.073521,ASASSN-18zt,Unk,0.71,unk,20.1638,0.0887,---,---,---,---,---,---,---,---,---,---,---,---,13.791,0.051,12.976,0.062,12.616,0.086,12.841,0.03,12.775,0.032
SDSS J112642.32+204336.7,---,ASASSN-18zx,II,2.63,0,---,---,19.995,0.053,20.46229935,0.018104,19.89520073,0.023243001,20.54630089,0.025688,20.14789963,0.045605,19.92970085,0.100368001,---,---,---,---,---,---,16.981,0.108,16.67,---
2MASX J09201657+8603002,0.054193,ASASSN-18zy,Unk,0.47,0.345,18.0127,0.0365,---,---,16.24180031,0.001943,15.88059998,0.001295,15.13469982,0.001324,14.82730007,0.003569,14.94159985,0.005127,13.619,0.043,12.88,0.057,12.359,0.065,11.798,0.022,11.16,0.02
LCRS B041846.9-390434,0.040038,ASASSN-18zz,Ia,7.21,0,17.0451,0.031,---,---,---,---,---,---,---,---,---,---,---,---,12.36,0.033,11.688,0.039,11.342,0.071,11.534,0.023,11.331,0.021
2MASX J11390794-2132244,0.072293,ASASSN-19aa,Ia,11.05,0.137,20.9881,0.3662,---,---,16.39789963,0.004485,15.56459999,0.002095,15.17920017,0.001286,14.92780018,0.00234,14.7482996,0.003285,13.694,0.042,12.927,0.051,12.541,0.084,12.651,0.03,12.646,0.033
WISE J162618.78+432427.1,0.031523,ASASSN-19aah,Unk,5.8,0.017,18.0831,0.0474,16.889,0.011,15.16209984,0.001297,14.54329967,0.000815,14.23810005,0.000616,14.02960014,0.001044,13.82369995,0.002023,12.748,0.035,12.082,0.048,11.749,0.072,12.146,0.023,12.156,0.021
2MFGC 16828,0.055661,ASASSN-19aak,Ia,9.04,0.565,---,---,---,---,16.28000069,0.003282,15.4048996,0.002037,14.83310032,0.001351,14.61509991,0.002121,14.41189957,0.003661,13.141,0.049,12.282,0.061,11.842,0.075,12.339,0.024,12.391,0.023
2MASS J23075596-5741326,---,ASASSN-19aat,Ia,8.74,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
UGC 00118,0.01995,ASASSN-19ab,II,85.3,0.125,---,---,16.173,0.01,14.22700024,0.000504,13.44279957,0.00029,13.00049973,0.000246,12.73620033,0.000486,12.44369984,0.000788,11.228,0.017,10.504,0.022,10.216,0.033,10.474,0.023,10.565,0.021
IC 4890,0.017477,ASASSN-19abg,Unk,39.88,0.153,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.38,0.032,11.693,0.041,11.438,0.06,12.017,0.023,12.026,0.022
LCRS B034346.5-383713,0.04851,ASASSN-19abk,Unk,1.05,0,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.242,0.034,12.563,0.039,12.221,0.063,12.29,0.023,12.344,0.021
FAIRALL 0224,0.052103,ASASSN-19abl,Unk,6.78,0.021,19.1657,0.0655,---,---,---,---,---,---,---,---,---,---,---,---,12.733,0.03,12.025,0.038,11.692,0.062,11.827,0.023,11.814,0.021
WISEA J064019.01-395419.4,'---,ASASSN-19abm,Unk,0.3,0.253,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.225,0.143,15.611,0.18,15.078,0.201,14.294,0.043,14.188,0.053
WISEA J214819.86-683650.4,---,ASASSN-19abn,Unk,1.78,0.013,19.0955,0.0589,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.497,0.029,14.4,0.049
NGC 3015,0.025211,ASASSN-19abo,II,12.08,0.117,17.0906,0.0293,15.63,0.006,14.27569962,0.000495,13.62409973,0.000358,13.3270998,0.000413,13.08129978,0.000637,12.80410004,0.00105,11.698,0.021,10.928,0.024,10.598,0.035,10.493,0.022,10.298,0.019
CGCG 036-029,0.029841,ASASSN-19abp,Ia,6.36,0,18.1874,0.0266,16.869,0.01,15.31480026,0.001569,14.67099953,0.000707,14.33209991,0.000447,14.10029984,0.000793,13.85429955,0.001578,12.778,0.034,12.088,0.04,11.715,0.062,11.76,0.023,11.804,0.022
WISEA J110901.48-143811.1,---,ASASSN-19abq,Ia,3.84,0.125,---,---,22.219,0.489,21.77070045,0.050324999,19.6779995,0.016550001,19.10269928,0.012802,17.87969971,0.013817,18.93289948,0.025395,---,---,---,---,---,---,14.641,0.037,14.472,0.055
WISEA J020947.59-113746.9,0.039908,ASASSN-19abt,Ia,0.23,0.008,19.4243,0.0751,17.127,0.016,15.34490013,0.001155,14.60000038,0.000739,14.15600014,0.00073,13.98820019,0.000962,13.85210037,0.001798,12.639,0.034,11.963,0.048,11.65,0.069,11.871,0.024,11.967,0.021
WISEA J050047.37-455225.3,0.04919,ASASSN-19abw,Ia,0.58,0,21.1169,0.166,---,---,---,---,---,---,---,---,---,---,---,---,12.971,0.041,12.296,0.044,11.906,0.08,12.243,0.024,12.252,0.025
WISEA J061517.03-451903.1,---,ASASSN-19abx,Ia,2.59,0.217,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.613,0.05,16.387,0.112
ESO 504-G 004,0.027226,ASASSN-19aby,Unk,13.51,0.153,17.7826,0.0425,---,---,15.04609966,0.001638,14.52900028,0.001157,14.24300003,0.0012,14.09809971,0.001419,13.89039993,0.002296,12.92,0.045,12.239,0.062,11.943,0.083,12.244,0.023,12.186,0.025
2MFGC 00814,0.039069,ASASSN-19abz,Ia,0.46,0.113,---,---,18.672,0.059,---,---,---,---,---,---,---,---,---,---,14.215,0.057,13.519,0.062,13.302,0.099,13.732,0.029,13.622,0.039
GALEXASC J030421.67-160124.7,0.013079,ASASSN-19aca,Ia-91T,2.21,0.089,17.6758,0.0495,17.126,0.027,16.01040077,0.004435,15.55189991,0.003089,15.28629971,0.002824,15.36340046,0.005253,15.37720013,0.009683,---,---,---,---,---,---,15.19,0.04,15.027,0.07
WISEA J011740.85-811037.9,0.050459,ASASSN-19acb,Unk,3.91,0.341,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.37,0.07,13.623,0.074,13.187,0.092,13.229,0.023,13.196,0.026
WISEA J195828.75+620824.8,---,ASASSN-19acc,IIn,8.4,0.397,20.549,0.1632,20.742,0.286,19.1746006,0.016236,18.96430016,0.016718,18.7397995,0.011461,19.35300064,0.037797,19.44120026,0.091899998,---,---,---,---,---,---,17.155,0.068,17.31,0.255
IC 2341,0.01712,ASASSN-19acx,Ia,0.44,0.133,18.9689,0.0519,15.622,0.007,14.16310024,0.000673,13.43929958,0.000368,13.04319954,0.000293,12.79940033,0.000463,12.54109955,0.000924,11.409,0.018,10.732,0.028,10.472,0.033,10.806,0.022,10.863,0.02
CGCG 128-002,0.02375,ASASSN-19adg,Ia,1.23,0.042,20.144,0.1898,16.623,0.014,14.85709953,0.001179,14.04990005,0.000644,13.66650009,0.000707,13.39900017,0.000684,13.36629963,0.001243,12.142,0.027,11.449,0.044,11.158,0.05,11.599,0.023,11.672,0.022
WISEA J221242.67-615322.9,0.056399,ASASSN-19adi,Unk,12.13,0.069,20.2992,0.1967,---,---,---,---,---,---,---,---,---,---,---,---,13.107,0.035,12.295,0.047,11.991,0.058,12.045,0.023,11.997,0.023
ESO 218-G 013,0.017969,ASASSN-19adm,Ia,10.21,0.733,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.777,0.037,11.053,0.051,10.798,0.066,11.626,0.023,11.633,0.022
