HostName,Redshift,SNName,Type,Offset,Av,NUVmag,,umag,,gmag,,rmag,,imag,,zmag,,ymag,,Jmag,,Hmag,,Kmag,,W1mag,,W2mag,
WISEA J062818.75-541508.8,0.052059,ASASSN-19adn,Unk,0.06,0.221,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.327,0.048,12.508,0.053,12.236,0.075,12.383,0.023,12.397,0.022
WISEA J094449.09-165600.1,0.070682,ASASSN-19adp,Ia,2.55,0.209,---,---,---,---,17.38159943,0.005192,16.7159996,0.003235,16.37299919,0.00265,16.13820076,0.003015,15.94309998,0.008804,15.032,0.081,14.271,0.096,13.908,0.143,13.783,0.031,13.741,0.04
WISEA J043717.95-221257.4,0.06826,ASASSN-19adq,Ia-91T,0.61,0.081,---,---,---,---,17.79750061,0.004653,17.04380035,0.003363,16.67959976,0.002859,16.47990036,0.004862,16.27610016,0.009086,15.227,0.113,14.441,0.129,14.028,0.17,14.138,0.027,14.045,0.04
ESO 299-G 013,0.015964,ASASSN-19adu,II,8.14,unk,16.8856,0.0163,---,---,---,---,---,---,---,---,---,---,---,---,11.929,0.018,11.199,0.024,10.902,0.033,10.785,0.022,10.572,0.02
WISEA J025214.97-391610.4,'---,ASASSN-19adv,Unk,14.8,        ,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,17.148,0.093,17.293,0.39
WISEA J065009.20-455737.5,0.028928,ASASSN-19adz,Ia-91T,3.39,0.241,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.439,0.076,13.763,0.085,13.473,0.102,13.583,0.034,13.459,0.035
KUG 2217+186,0.030501,ASASSN-19aeb,Ia,11.27,0.177,17.2153,0.0254,16.348,0.009,15.03590012,0.000858,14.58539963,0.000677,14.34829998,0.000567,14.21199989,0.001281,13.98180008,0.002161,13.145,0.048,12.422,0.066,12.158,0.093,12.24,0.023,12.055,0.023
AM 0454-460,0.044521,ASASSN-19af,SN,20.79,0,17.7489,0.0514,---,---,---,---,---,---,---,---,---,---,---,---,13.438,0.047,12.76,0.048,12.557,0.097,12.663,0.024,12.627,0.024
2MASX J13175286-2124156,0.04322,ASASSN-19ah,Ia,12.08,0.313,19.1978,0.1009,---,---,16.17070007,0.002999,15.41600037,0.001872,15.01099968,0.001366,14.79020023,0.002289,14.73050022,0.004343,13.545,0.049,12.784,0.056,12.412,0.087,12.716,0.025,12.593,0.026
GALEXASC J042901.67-611651.0,0.06816,ASASSN-19ai,Unk,0.16,0,21.3401,0.2405,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,16.622,0.052,16.176,0.099
SDSS J120236.32+043259.7,0.018906,ASASSN-19aj,SN,3.11,0,---,---,18.838,0.048,17.69029999,0.006637,17.14010048,0.005993,17.04669952,0.004715,16.91160011,0.008263,16.97859955,0.016985999,---,---,---,---,---,---,15.56,0.046,15.71,0.14
2MASX J02452974-6207300,0.0257,ASASSN-19ao,Unk,8.57,0,16.6799,0.0204,---,---,---,---,---,---,---,---,---,---,---,---,12.601,0.057,11.868,0.077,11.532,0.099,12.275,0.023,12.106,0.022
2MASX J05531375-7306576,0.017901,ASASSN-19at,Ia,2.22,0.377,16.9483,0.0307,---,---,---,---,---,---,---,---,---,---,---,---,14.082,0.061,13.357,0.076,13.291,0.12,13.359,0.034,13.096,0.035
WISEA J090733.47-721133.7,'---,ASASSN-19au,Unk,18.2,0.445,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,17.802,0.127,16.868,0.171
UGC 03554,0.018853,ASASSN-19av,IIn,0.58,0.509,17.5508,0.0339,---,---,18.05949974,0.00323,14.23089981,0.000836,13.16600037,0.000408,12.98159981,0.001003,12.8046999,0.001687,11.548,0.027,10.832,0.034,10.508,0.047,11.288,0.023,10.808,0.02
ESO 121-G 038,0.046679,ASASSN-19bj,Unk,13.24,0.241,17.6737,0.0335,---,---,---,---,---,---,---,---,---,---,---,---,13.466,0.059,12.773,0.067,12.535,0.116,12.923,0.024,12.831,0.022
2MASX J00391571+0641188,0.038683,ASASSN-19bk,Ia,0.26,0.057,21.8281,0.3723,17.239,0.018,15.56840038,0.002339,14.72099972,0.001065,14.20129967,0.000741,13.92539978,0.001502,13.69320011,0.001908,12.664,0.031,11.983,0.042,11.629,0.051,11.758,0.022,11.839,0.022
2MASX J14021471+0946557,0.022452,ASASSN-19bs,Ia-91bg,6.49,0.009,---,---,17.193,0.014,15.4059,0.001248,14.65750027,0.000813,14.32050037,0.000577,14.06040001,0.00077,13.8572998,0.001651,12.678,0.037,12.023,0.047,11.739,0.08,11.956,0.023,12.023,0.023
CGCG 109-010 NED01,0.036228,ASASSN-19bx,Ia,0.88,0.173,---,---,16.613,0.009,15.33419991,0.001586,14.93640041,0.001308,14.77610016,0.000806,14.63210011,0.0018,14.48349953,0.002816,13.577,0.043,13.037,0.059,12.716,0.074,12.419,0.081,12.419,0.024
2MASX J14162872-4525137,0.035908,ASASSN-19cf,Ia,10.17,0.321,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.711,0.056,13.048,0.059,12.68,0.094,12.796,0.023,12.82,0.027
SDSS J084920.46+111152.7,---,ASASSN-19ci,Ia-91T,4.83,0.121,---,---,20.062,0.08,18.91909981,0.011143,18.6086998,0.006972,18.35370064,0.010968,18.25729942,0.019393001,18.36090088,0.041919999,---,---,---,---,---,---,16.03,0.058,15.984,0.172
GALEXASC J131238.32-300121.7,---,ASASSN-19co,Ia-91T,4.54,0.265,20.8904,0.1562,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.403,0.038,15.383,0.091
WISEA J162425.57+824744.8,'---,ASASSN-19cy,Ia,2.3,0.293,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.84,0.035,15.871,0.08
GALEXASC J011231.92-454853.4,0.030568,ASASSN-19dh,Ia,5.96,unk,19.2186,0.0755,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.968,0.036,14.912,0.06
GALEXASC J020422.26-532846.9,---,ASASSN-19di,Unk,12.06,0.009,18.9117,0.0806,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.882,0.03,14.64,0.044
KUG 0810+227,0.022224,ASASSN-19dj,Unk,0.23,0.129,18.7048,0.0471,16.481,0.008,15.11670017,0.000929,14.61289978,0.000902,14.36470032,0.000576,14.21210003,0.001194,14.0316,0.002167,13.141,0.032,12.519,0.048,12.204,0.059,12.372,0.025,12.355,0.026
ESO 337-G 016,0.01986,ASASSN-19dk,Ia,23.21,0.373,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.45,0.044,10.765,0.06,10.603,0.079,11.418,0.021,11.482,0.022
2MASX J06064578-4850572,0.053553,ASASSN-19du,II,3.57,0.133,18.4595,0.0592,---,---,---,---,---,---,---,---,---,---,---,---,14.913,0.069,14.128,0.078,13.907,0.106,13.594,0.024,13.429,0.028
SDSS J162538.62+472614.3,---,ASASSN-19dv,Ic,0.33,0.009,---,---,20.445,0.067,19.58779907,0.014025,19.20610046,0.011547,19.0489006,0.010918,18.97249985,0.027032999,19.2234993,0.053057,---,---,---,---,---,---,17.201,0.085,16.965,0.244
2MASX J10554741+2740166,0.02997,ASASSN-19dw,Ia,0.68,0,18.7444,0.0489,17.458,0.012,16.15130043,0.001436,15.54669952,0.000876,15.29179955,0.000755,15.12460041,0.001478,14.91499996,0.002592,13.856,0.03,13.11,0.032,12.812,0.051,12.654,0.032,12.419,0.032
2MASX J06253176-8541548,0.041665,ASASSN-19dx,Unk,16.21,0.657,19.8479,0.1638,---,---,---,---,---,---,---,---,---,---,---,---,12.765,0.043,11.927,0.051,11.475,0.066,11.171,0.022,10.768,0.019
2MASX J13060097-3736577,0.04901,ASASSN-19dy,Ia,1.02,0.281,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.191,0.038,12.493,0.045,12.21,0.068,12.202,0.023,12.214,0.023
III Zw 075 NOTES01,0.032887,ASASSN-19dz,Ia,0.46,0.029,20.3115,0.152,18.043,0.022,15.87440014,0.001794,15.18939972,0.001216,14.80529976,0.000753,14.80379963,0.001278,14.36149979,0.001865,13.281,0.033,12.522,0.036,12.179,0.054,11.89,0.023,11.927,0.024
ABELL 1367:[GP82] 0726,---,ASASSN-19ea,Ia-91T,5.75,0,---,---,21.327,0.185,20.27330017,0.033181001,19.56240082,0.016674001,19.02429962,0.019130001,18.79610062,0.021623001,18.83270073,0.039678998,---,---,---,---,---,---,15.572,0.043,15.067,0.085
GALEXASC J045317.84-325047.7,0.036519,ASASSN-19eb,II,1.91,0,17.5484,0.0335,---,---,---,---,---,---,---,---,---,---,---,---,13.783,0.062,13.28,0.083,12.916,0.13,12.999,0.024,12.781,0.025
MCG +05-31-141,0.01951,ASASSN-19ec,Ia,3.38,0.04,17.6173,0.0385,16.999,0.019,15.82409954,0.003861,15.75990009,0.00302,15.1487999,0.002424,15.09770012,0.003957,15.09939957,0.006112,14.462,0.116,---,---,13.321,0.159,14.185,0.027,14.077,0.039
GALEXASC J032840.28-471403.3,0.03883,ASASSN-19ed,Unk,8.57,0,18.4878,0.0395,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.793,0.029,14.558,0.038
2MASXi J1331285+251212,0.045583,ASASSN-19et,Ia,0.83,0.024,---,---,17.712,0.013,16.34359932,0.002221,15.84049988,0.001509,15.47799969,0.001388,15.3125,0.002119,15.0795002,0.002986,---,---,---,---,---,---,12.054,0.022,11.641,0.021
2MASX J05120920-4355163,---,ASASSN-19ev,Ia,6.5,0,20.2929,0.0945,---,---,---,---,---,---,---,---,---,---,---,---,15.096,0.115,14.439,0.119,14.068,0.166,14.026,0.025,13.879,0.029
UGC 07744,0.024442,ASASSN-19ew,Ia,5.14,0,17.9127,0.0386,17.432,0.061,18.20299911,0.0061,16.82909966,0.002437,16.35840034,0.002132,15.10649967,0.002894,15.1487999,0.004244,13.947,0.065,13.231,0.08,12.88,0.111,13.466,0.027,13.38,0.032
ESO 357-G 024,0.041062,ASASSN-19fa,Unk,17.92,0,18.6715,0.058,---,---,---,---,---,---,---,---,---,---,---,---,12.899,0.038,12.126,0.044,11.815,0.061,12.22,0.022,12.225,0.022
2MASX J17483658-6625421,0.040044,ASASSN-19fh,Ia,9.79,0.269,20.0528,0.1183,---,---,---,---,---,---,---,---,---,---,---,---,13.493,0.044,12.78,0.05,12.488,0.074,12.665,0.024,12.649,0.025
MCG +05-27-004 NED02,0.033871,ASASSN-19fi,Ia,3.32,0,20.7714,0.1587,17.449,0.015,15.68929958,0.001433,14.87919998,0.000819,14.44769955,0.000708,14.20820045,0.000791,13.94839954,0.001511,12.9,0.023,12.118,0.026,11.804,0.04,11.879,0.022,11.913,0.022
SDSS J092602.52+185624.8,---,ASASSN-19fx,Ia,0.36,0.085,---,---,22.068,0.262,20.7159996,0.029036,20.09429932,0.019166,19.88850021,0.030802,20.03949928,0.043632999,19.84020042,0.098531999,---,---,---,---,---,---,---,---,---,---
2MASX J17432751+0538323,0.041856,ASASSN-19gl,Ia,25.69,0.505,---,---,20.202,0.147,16.87190056,0.004437,15.9982996,0.002234,15.40799999,0.001448,15.14260006,0.002016,14.92949963,0.003927,13.412,0.051,12.372,0.056,11.898,0.056,11.865,0.035,11.463,0.035
LCRS B041846.9-390434,0.040038,ASASSN-19hg,Unk,5.33,0,17.0451,0.031,---,---,---,---,---,---,---,---,---,---,---,---,12.36,0.033,11.688,0.039,11.342,0.071,11.534,0.023,11.331,0.021
GALEXASC J132713.29-310837.3,0.046332,ASASSN-19hm,Ia,5.45,0.181,19.5216,0.1193,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.829,0.048,15.79,0.13
UGC 07230 NED02,0.023768,ASASSN-19hp,II,7.33,0.12,17.0894,0.0347,22.131,0.276,16.18490028,0.002054,15.94690037,0.002301,16.28899956,0.004271,15.80550003,0.004258,15.69709969,0.007527,15.36,0.102,14.696,0.145,14.538,0.204,14.37,0.03,14.097,0.044
UGC 03906,0.012512,ASASSN-19hq,Ib-pec,13.85,0.093,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
SDSS J103439.83+535820.8,0.046331,ASASSN-19hu,Ia,4.72,0,20.0779,0.1506,19.456,0.053,18.26029968,0.008022,17.8593998,0.009057,17.55809975,0.005243,17.52199936,0.011532,17.4416008,0.017576,---,---,---,---,---,---,15.667,0.044,15.256,0.081
IC 4712,0.012175,ASASSN-19hv,II,4.39,0.085,15.7396,0.0159,---,---,---,---,---,---,---,---,---,---,---,---,10.497,0.022,9.975,0.039,9.582,0.04,11.231,0.022,11.21,0.02
2MASX J02351770-6311480,0.037676,ASASSN-19hw,Unk,1.14,0.021,20.048,0.0933,---,---,---,---,---,---,---,---,---,---,---,---,14.143,0.064,13.423,0.067,13.112,0.096,13.222,0.025,13.233,0.028
GALEXASC J043412.96-125119.7,0.03835,ASASSN-19ih,Ia,1.21,0.057,20.7321,0.1996,---,---,18.59370041,0.012248,18.32410049,0.008893,18.04470062,0.00689,18.11790085,0.014723,18.2031002,0.034526002,---,---,---,---,---,---,15.992,0.051,15.994,0.142
IC 5032,0.034067,ASASSN-19ik,Ia,13.88,0.141,17.486,0.0216,---,---,---,---,---,---,---,---,---,---,---,---,12.104,0.024,11.36,0.035,11.017,0.042,11.001,0.022,10.701,0.02
2MASX J21331035-1820223,0.047295,ASASSN-19io,Unk,4.65,0.093,---,---,---,---,15.77019978,0.002127,15.21590042,0.001718,15.01749992,0.000943,14.75139999,0.002325,14.58720016,0.004954,13.88,0.064,13.044,0.083,12.663,0.099,13.081,0.026,13.029,0.03
ESO 460-G 010,0.023766,ASASSN-19ip,Ia,33.06,0.465,---,---,---,---,22.34609985,0.116062999,18.73830032,0.00551,23.43230057,0.324921995,23.88990021,1.129379988,21.25600052,0.244992003,11.584,0.03,10.817,0.04,10.572,0.051,---,---,---,---
GALEXASC J220226.96-532206.9,---,ASASSN-19iz,Unk,6.2,0,18.4295,0.0434,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.107,0.035,14.888,0.061
ESO 399-G 014,0.018086,ASASSN-19jg,Ic-pec,85.81,0.373,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.981,0.041,11.313,0.054,11.065,0.09,12.844,0.025,12.804,0.029
2MASX J10273182-2624406,0.057456,ASASSN-19jl,Ia,1.42,0.209,21.826,0.3226,---,---,17.39749908,0.005607,16.52409935,0.003696,16.09690094,0.002478,15.79559994,0.003546,15.50269985,0.006103,14.249,0.055,13.521,0.05,12.927,0.071,12.943,0.032,12.519,0.033
ESO 147-G 006,0.017179,ASASSN-19jo,Unk,0.94,0,17.4929,0.0195,---,---,---,---,---,---,---,---,---,---,---,---,11.767,0.021,10.995,0.028,10.624,0.035,10.74,0.023,10.64,0.02
APMBGC 144-129-063,---,ASASSN-19jr,II,4.9,0.129,17.6809,0.0286,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.318,0.029,14.109,0.042
2MASX J21024231-6006375,0.0474,ASASSN-19jx,Ia,17.94,0.161,17.7258,0.025,---,---,---,---,---,---,---,---,---,---,---,---,12.84,0.037,12.053,0.047,11.687,0.063,11.903,0.022,11.78,0.022
ESO 507-G 042,0.010637,ASASSN-19jy,II,29.93,0.385,16.4547,0.0144,---,---,14.1722002,0.000896,13.61520004,0.000678,13.34840012,0.000635,13.18050003,0.000705,12.97439957,0.001713,11.858,0.023,11.168,0.034,10.909,0.058,11.232,0.023,11.176,0.021
ESO 190-G 005,0.036368,ASASSN-19jz,Ia,0.69,0,18.2536,0.0271,---,---,---,---,---,---,---,---,---,---,---,---,12.2,0.033,11.482,0.044,11.18,0.061,11.629,0.023,11.672,0.022
IC 4770,0.01447,ASASSN-19ka,Unk,43.37,0.289,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13,0.061,12.395,0.091,12.157,0.12,13.006,0.029,12.878,0.028
2MASXi J1245511-094519,---,ASASSN-19kb,Unk,2.03,0.057,19.2146,0.0565,18.253,0.023,17.14209938,0.003358,16.74679947,0.002741,16.52560043,0.00301,16.43190002,0.004365,16.32920074,0.010751,---,---,---,---,---,---,14.066,0.026,13.87,0.039
WISEA J065841.31+205343.0,'---,ASASSN-19kc,Unk,10.8,0.589,---,---,---,---,21.38419914,0.054554999,19.83909988,0.008494,18.95630074,0.008277,18.58589935,0.01401,18.45240021,0.023012999,---,---,---,---,---,---,16.287,0.074,16.605,0.355
ESO 235-IG 030,0.049047,ASASSN-19kh,Ia,3.45,0.061,18.3097,0.0433,---,---,---,---,---,---,---,---,---,---,---,---,14.875,0.099,14.087,0.127,13.846,0.139,13.905,0.041,13.735,0.048
ESO 187-G 038,0.044107,ASASSN-19kn,Ic,14.61,0.109,---,---,---,---,---,---,---,---,---,---,---,---,---,---,12.8,0.059,12.004,0.074,11.67,0.101,12.174,0.024,12.045,0.022
2MASX J11141082+7046053,0.05434,ASASSN-19ku,Ic,0.71,0.049,20.7531,0.2248,---,---,16.46010017,0.002652,15.76119995,0.001719,15.41720009,0.001357,15.21339989,0.002017,15.04870033,0.004006,14.163,0.056,13.468,0.072,13.152,0.083,13.132,0.023,13.145,0.024
ESO 471-G 018,0.030258,ASASSN-19kw,Ia,9.28,0.045,---,---,---,---,14.75969982,0.001584,14.12629986,0.000935,13.79150009,0.000717,13.58129978,0.001198,13.35099983,0.002207,12.282,0.03,11.591,0.045,11.216,0.055,11.315,0.024,11.128,0.021
NGC 4162,0.008579,ASASSN-19kx,II,48.1,0.089,14.8036,0.0067,14.698,0.005,11.43179989,0.000111,13.1843996,0.000427,14.32209969,0.000642,12.36429977,0.00044,11.30990028,0.000746,10.432,0.016,9.748,0.022,9.483,0.024,10.631,0.022,10.635,0.019
UGC 09786,0.037116,ASASSN-19ky,Ia,0.06,0.017,---,---,---,---,15.39009953,0.001753,14.50090027,0.001485,14.39540005,0.001189,14.22900009,0.001348,13.98659992,0.002784,12.701,0.041,12.019,0.058,11.568,0.074,12.129,0.023,12.093,0.021
NGC 2207,0.009176,ASASSN-19kz,Unk,46.58,0.493,---,---,---,---,15.29409981,0.001129,12.38399982,0.000206,11.7215004,0.000082,12.30889988,0.000265,11.38290024,0.0003,9.398,0.017,8.744,0.018,8.445,0.02,9.58,0.022,9.575,0.02
2MASX J11511776-3409381,0.054017,ASASSN-19le,Ia,0.49,0.401,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.159,0.042,13.386,0.041,13.191,0.064,12.894,0.024,12.851,0.026
2MASX J17143533-7136446,0.053461,ASASSN-19lf,Ia,1.74,0.397,19.1744,0.0732,---,---,---,---,---,---,---,---,---,---,---,---,13.945,0.061,13.149,0.073,12.864,0.088,12.615,0.023,12.431,0.024
2MASX J21255379+0024583,0.03174,ASASSN-19lg,Ia,8.59,0.141,18.0114,0.0366,16.895,0.015,15.42809963,0.001306,14.80560017,0.000895,14.47609997,0.000529,14.26119995,0.001844,14.05869961,0.002496,13.06,0.041,12.3,0.058,12,0.071,12.172,0.024,12.181,0.023
2MASS J23494319-6942038,---,ASASSN-19ln,Ia,1.48,0.053,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.258,0.027,14.209,0.036
2MASX J22522926-1105320,0.025271,ASASSN-19lp,II,6.9,0.145,18.3136,0.0623,---,---,16.93330002,0.004115,16.44980049,0.002461,14.9861002,0.001373,14.83320045,0.002655,14.65110016,0.004659,13.616,0.055,12.975,0.074,12.608,0.108,13.202,0.026,13.135,0.03
2MASX J17525816-7000014,0.05795,ASASSN-19ls,Ia,2.39,0.113,20.8452,0.2597,---,---,---,---,---,---,---,---,---,---,---,---,14.478,0.068,13.653,0.068,13.287,0.086,12.908,0.026,12.671,0.026
NGC 3016,0.029846,ASASSN-19ma,Ic-BL,0.7,0.017,16.0356,0.0215,15.033,0.006,14.01869965,0.000693,13.28059959,0.000538,12.9691,0.000395,12.81890011,0.00068,12.62860012,0.00129,11.462,0.023,10.759,0.035,10.419,0.041,11.09,0.022,10.997,0.02
UGC 12864,0.015631,ASASSN-19mb,II,12.65,0.161,16.3208,0.019,15.691,0.01,14.5916996,0.001145,13.81649971,0.000647,13.36450005,0.000382,13.62380028,0.001071,13.2013998,0.001856,12.878,0.04,12.211,0.054,11.928,0.086,12.358,0.024,12.235,0.023
2MASX J09103759-0930108,0.054704,ASASSN-19md,Unk,0.22,0.181,---,---,---,---,17.32760048,0.002793,16.56990051,0.001936,16.09110069,0.002457,15.88160038,0.002958,15.59080029,0.007441,14.665,0.052,13.928,0.054,13.654,0.087,13.486,0.024,13.424,0.031
LCRS B234304.2-384744,0.047107,ASASSN-19mh,Ia,0.23,unk,21.5463,0.2382,---,---,---,---,---,---,---,---,---,---,---,---,13.917,0.054,13.232,0.065,12.949,0.092,12.905,0.024,12.885,0.026
LCRS B232815.0-381721,0.046489,ASASSN-19mi,Ia,0.38,unk,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.72,0.026,13.544,0.032
CGCG 340-049,0.024757,ASASSN-19mj,Ia,4.13,0.257,---,---,---,---,15.35980034,0.001566,14.90970039,0.001414,14.72529984,0.001131,14.58710003,0.002034,14.36900043,0.005197,13.601,0.044,12.919,0.052,12.871,0.097,12.806,0.024,12.647,0.024
2MASX J21302854-3236436,---,ASASSN-19mk,IIn,1.02,0.101,20.1459,0.0899,---,---,---,---,---,---,---,---,---,---,---,---,15.22,0.099,14.604,0.13,14.039,0.144,14.008,0.027,13.821,0.037
ESO 430-G 020,0.003406,ASASSN-19ml,II,15.96,unk,---,---,---,---,15.03180027,0.00154,14.18809986,0.000937,13.76850033,0.000652,13.47140026,0.00084,13.71479988,0.002205,10.663,0.035,9.908,0.036,9.625,0.06,11.5,0.025,11.376,0.022
2MASX J13331961+4112571,0.027236,ASASSN-19mm,Ia,0.27,0,20.9109,0.1553,17.731,0.015,16.14069939,0.001381,15.48630047,0.001117,15.16320038,0.000816,14.95300007,0.001218,14.73680019,0.002886,13.843,0.032,13.14,0.041,12.832,0.055,12.893,0.023,12.92,0.026
UGC 12039,0.020134,ASASSN-19my,Ia,0.95,0.485,---,---,---,---,16.88870049,0.002023,13.00819969,0.000411,9.94274044,0.000021,13.19219971,0.000299,12.33590031,0.000467,10.774,0.023,10.081,0.032,9.742,0.037,10.622,0.022,10.698,0.02
GALEXASC J231739.47-591551.0,0.026915,ASASSN-19nb,Ia-91T,11.78,0,17.8299,0.0226,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,14.773,0.033,14.631,0.055
2MASX J00094894-5759478,0.035745,ASASSN-19nd,Ia,10.87,0,18.0803,0.0428,---,---,---,---,---,---,---,---,---,---,---,---,14.426,0.081,13.694,0.093,13.469,0.131,13.785,0.027,13.654,0.033
2MASX J12411229-1656404,0.035558,ASASSN-19ng,Ia,0.41,0.061,21.1316,0.1932,17.202,0.021,15.61810017,0.001648,14.8902998,0.000974,14.52499962,0.000894,14.32069969,0.001516,14.09160042,0.002155,13.189,0.045,12.376,0.048,12.102,0.081,12.251,0.024,12.288,0.024
2MASX J00521308-5914031,---,ASASSN-19nk,Ia,0.69,0,20.5396,0.1086,---,---,---,---,---,---,---,---,---,---,---,---,15.576,0.146,---,---,14.146,0.172,14.061,0.027,13.875,0.035
CGCG 016-002,0.019402,ASASSN-19nm,II,7.64,0.024,16.8287,0.0314,16.492,0.012,15.1413002,0.001124,14.74860001,0.000904,14.58040047,0.000798,14.6008997,0.002015,14.40950012,0.002959,13.714,0.083,13.199,0.11,12.631,0.143,13.346,0.026,13.268,0.029
CGCG 020-034,0.023148,ASASSN-19nn,Ia,4.14,0.213,16.9995,0.0182,16.394,0.01,15.00979996,0.001194,17.25819969,0.002185,13.98250008,0.000599,13.99120045,0.001369,13.66800022,0.002255,12.624,0.035,11.988,0.048,11.68,0.082,11.763,0.022,11.568,0.022
2MASS J17502947-6537206,---,ASASSN-19nq,Ia,1.76,0.249,19.8893,0.1708,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.969,0.028,13.788,0.034
UGC 10905,0.026161,ASASSN-19ns,Ia,0.36,0.269,19.1819,0.1746,15.738,0.007,14.09910011,0.000605,13.23029995,0.000332,12.82479954,0.000349,12.55280018,0.000443,12.74540043,0.000796,10.942,0.02,10.204,0.028,9.895,0.031,10.376,0.022,10.377,0.02
2MASX J23472586+0056596,0.027425,ASASSN-19nv,Ia,1.38,0.097,20.1742,0.1017,18.201,0.023,16.82530022,0.002608,16.23570061,0.00117,15.9052,0.00088,15.66829967,0.002195,15.45170021,0.006201,14.401,0.058,13.623,0.079,13.397,0.084,13.437,0.025,13.417,0.035
CGCG 536-010,---,ASASSN-19nw,IIP,6.81,0.401,17.5155,0.0448,17.303,0.02,16.35989952,0.003669,16.04299927,0.00255,15.97169971,0.002288,15.76669979,0.006151,15.61870003,0.010944,---,---,---,---,---,---,15.217,0.043,15.031,0.071
2MASS J00514093-1319057,---,ASASSN-19nx,II,0.69,0.014,18.4111,0.0575,---,---,16.90069962,0.003169,16.61700058,0.002375,16.51989937,0.002718,16.39179993,0.004077,16.1257,0.007973,---,---,---,---,---,---,13.609,0.025,12.599,0.025
ESO 035-G 017,0.017549,ASASSN-19ny,Ia,6.73,0.765,---,---,---,---,---,---,---,---,---,---,---,---,---,---,11.748,0.031,10.956,0.037,10.691,0.058,11.636,0.023,11.518,0.021
2MASX J02494744-5537188,0.021245,ASASSN-19nz,Unk,16.06,0.053,17.1939,0.0338,---,---,---,---,---,---,---,---,---,---,---,---,12.691,0.039,12.084,0.052,11.682,0.072,12.096,0.023,12.059,0.022
GALEXASC J005431.13-490857.1,---,ASASSN-19oe,Ia,5.76,unk,20.4368,0.1705,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.631,0.042,15.349,0.083
APMUKS(BJ) B235115.71-401758.3,---,ASASSN-19oi,Ia,6.62,0.165,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,15.506,0.04,15.243,0.086
2MASX J02465637-2448329,0.0221,ASASSN-19ol,Ia,20.15,0.021,17.6983,0.0294,---,---,16.21019936,0.00304,15.60750008,0.002536,15.26640034,0.002155,15.21730042,0.003278,15.51739979,0.007231,14.615,0.096,14.135,0.147,13.77,0.179,14.989,0.047,14.861,0.073
2MASX J16044353+2757082,0.077297,ASASSN-19op,Ia,3.3,0.085,19.2549,0.0686,18.225,0.022,16.93009949,0.002431,16.43390083,0.002112,16.10269928,0.001871,15.98550034,0.003131,15.77499962,0.005453,14.934,0.08,14.106,0.084,13.728,0.108,13.503,0.024,13.272,0.028
KUG 0140+310,0.048465,ASASSN-19oq,Unk,10.29,0.141,18.5103,0.0369,17.608,0.02,16.34110069,0.001808,15.86060047,0.00114,15.61830044,0.001274,15.45740032,0.002203,15.23600006,0.004111,14.224,0.04,13.556,0.051,13.239,0.066,12.891,0.026,12.675,0.029
2MASS J13152953-8604094,---,ASASSN-19or,II,3.33,0.461,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.752,0.026,13.697,0.03
WISEA J194027.87-510116.4,'---,ASASSN-19pj,Unk,7.3,0.133,19.4939,0.0826,---,---,---,---,---,---,---,---,---,---,---,---,15.752,0.12,15.281,0.163,14.94,0.166,13.928,0.027,13.843,0.038
2MASX J18213216-4933293,0.061089,ASASSN-19pk,Unk,25.07,0.361,---,---,---,---,---,---,---,---,---,---,---,---,---,---,13.517,0.089,12.644,0.088,12.194,0.103,12.5,0.024,12.38,0.023
